ticker,name,aliases
BLS,BLS International Services Ltd,BLS International Services Ltd
MITSU,Mitsu Chem Plast Limited,Mitsu Chem Plast Ltd
SPRAYKING,Sprayking Limited,Sprayking Ltd
DHATRE,Dhatre Udyog Limited,Dhatre Udyog Ltd
SABEVENTS,Sab Events & Governance Now Media Limited,SAB Events & Governance Now Media Ltd
RSTL,Riddhi Steel and Tube Limited,Riddhi Steel and Tube Ltd
TVVISION,TV VISION LIMITED,TV Vision Ltd
SPICY,Spicy Entertainment and Media Limited,Spicy Entertainment and Media Ltd
GAMCO,GAMCO LIMITED,Gamco Ltd
BSLRIFS1RG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND  SERIES 1 REGULAR GROWTH
BSLRIFS1RD,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND  SERIES 1 REGULAR DIVIDEND
BSLRIFS1RS,Aditya Birla Sun Life Mutual Fund,BIRLA SUN LIFE RESURGENT INDIA FUND SERIES - 1 - REGULAR PLAN - DIVIDEND SWEEP
BSLRIFS1DG,Aditya Birla Sun Life Mutual Fund,BIRLA SUN LIFE RESURGENT INDIA FUND SERIES - 1 - DIRECT PLAN - GROWTH
BSLRIFS1DD,Aditya Birla Sun Life Mutual Fund,BIRLA SUN LIFE RESURGENT INDIA FUND SERIES - 1 - DIRECT PLAN - DIVIDEND PAYOUT
BSLRIFS1DS,Aditya Birla Sun Life Mutual Fund,BIRLA SUN LIFE RESURGENT INDIA FUND SERIES - 1 - DIRECT PLAN - DIVIDEND SWEEP
TIAANC,TIAAN CONSUMER LIMITED,Tiaan Consumer Ltd
LTTS,L&T Technology Services Limited,L&T Technology Services Ltd
GNA,G N A Axles Limited,G N A Axles Ltd
RADHIKAJWE,Radhika Jeweltech Limited,Radhika Jeweltech Ltd
SIIL,Sabrimala Industries India Limited,Sabrimala Industries India Ltd
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,ICICI Prudential Life Insurance Company Ltd
IISL,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,Ishaan Infrastructures and Shelters Ltd
ARCFIN,ARC Finance Limited,ARC Finance Ltd
HPL,HPL Electric & Power Limited,HPL Electric & Power Ltd
SAGARSOFT,Sagarsoft (India) Limited,Sagarsoft (India) Ltd
DRA,DRA CONSULTANTS LIMITED,DRA Consultants Ltd
VALIANTORG,Valiant Organics Limited,Valiant Organics Ltd
ACML,ADITYA CONSUMER MARKETING LIMITED,Aditya Consumer Marketing Ltd
SHASHIJIT,Shashijit Infraprojects Limited,Shashijit Infraprojects Ltd
BINDALEXPO,Bindal Exports Limited,Bindal Exports Ltd
TRANSPEBBPH,Transpek Industry Ltd.,TRANSPEBBPH
MHEL,Mewar Hi-Tech Engineering Limited,Mewar Hi-Tech Engineering Ltd
DIKSAT,Diksat Transworld Limited,Diksat Transworld Ltd
IGRL,India Green Reality Limited,India Green Reality Ltd
ENDURANCE,Endurance Technologies Limited,Endurance Technologies Ltd
IDFSENSEXE,Bandhan Mutual Fund,Bandhan S&P BSE SENSEX ETF
PURPLE,Purple Entertainment Limited,Purple Entertainment Ltd
SUPRAPFSL,Supra Pacific Financial Services Limited,Supra Pacific Financial Services Ltd
PNBHOUSING,PNB Housing Finance Limited,PNB Housing Finance Ltd
SOUTHERNIN,SOUTHERN INFOCONSULTANTS LIMITED,Southern Infoconsultants Ltd
REGENCY,REGENCY FINCORP LIMITED,Regency Fincorp Ltd
IPRU2880,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND SERIES 9-CUMULATIVE
IPRU9082,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND SERIES 9-DIRECT PLAN CUMULATIVE
IPRU9083,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND SERIES 9-DIRECT PLAN DIVIDEND PAYOUT
IPRU2881,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND SERIES 9-DIVIDEND PAYOUT
VBL,Varun Beverages Limited,Varun Beverages Ltd
SALEM,Salem Erode Investments Ltd.,Salem Erode Investments Ltd
UPROTECH,Unipro Technologies Limited,Unipro Technologies Ltd
FRANKLININD,Franklin Industries Limited,Franklin Industries Ltd
FCLBBPH,Fineotex Chemical Limited,FCLBBPH
LKPSEC,LKP Securities Limited,LKP Securities Ltd
AMBIKCOBBPH,Ambika Cotton Mills Ltd.,AMBIKCOBBPH
BSLRIFS2RG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 2 REGULAR GROWTH
BSLRIFS2RN,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 2 REGULAR DIVIDEND
BSLRIFS2DG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 2 DIRECT GROWTH
BSLRIFS2DN,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND SERIES 2 DIRECT DIVIDEND
OSIAJEE,OSIAJEE TEXFAB LIMITED,Osiajee Texfab Ltd
CMBL,Corporate Merchant Bankers Limited,Corporate Merchant Bankers Ltd
SFL,Sheela Foam Limited,Sheela Foam Ltd
EIKO,EIKO LIFESCIENCES LIMITED,Eiko Lifesciences Ltd
AVL,Aditya Vision Limited,Aditya Vision Ltd
HEADSUP,Heads UP Ventures Limited,Heads UP Ventures Ltd
SIFL,Sparkling (India) Finshares Limited,Sparkling (India) Finshares Ltd
TCIEXP,TCI Express Limited,TCI Express Ltd
SHASHANK,Shashank Traders Limited,Shashank Traders Ltd
LAURUSLABS,Laurus Labs Limited,Laurus Labs Ltd
NEWLIGHT,NEW LIGHT INDUSTRIES LIMITED,New Light Industries Ltd
AXISE1D1D,Axis Mutual Fund,AXIS EMERGING OPPORTUNITIES FUND-SERIES 1(1400 DAYS)DIRECT PLAN-DIVIDEND PAYOUT
AXISE1DGG,Axis Mutual Fund,AXIS EMERGING OPPORTUNITIES FUND-SERIES 1(1400 DAYS)DIRECT PLAN-GROWTH
AXISE1DPD,Axis Mutual Fund,AXIS EMERGING OPPORTUNITIES FUND-SERIES 1(1400 DAYS) REGULAR PLAN-DIVIDEND PAYOUT
AXISE1GPG,Axis Mutual Fund,AXIS EMERGING OPPORTUNITIES FUND-SERIES 1(1400 DAYS) REGULAR PLAN-GROWTH
VSL,VEERAM SECURITIES LIMITED,Veeram Securities Ltd
SNTCL,Shree Nidhi Trading Co. Ltd.,Shree Nidhi Trading Co. Ltd
MTPL,MARG TECHNO PROJECTS LIMITED,Marg Techno Projects Ltd
IPRU2894,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND - SERIES 10- CUMULATIVE OPTION
IPRU2895,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND - SERIES 10- DIVIDEND PAYOUT OPTION
IPRU9096,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND - SERIES 10- DIRECT PLAN CUMULATIVE OPTION
IPRU9097,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND - SERIES 10- DIRECT PLAN DIVIDEND PAYOUT OPTION
SHANGAR,SHANGAR DECOR LIMITED,Shangar Decor Ltd
GLCL,Globe Commercials Limited,Globe Commercials Ltd
FLORACORP,Flora Corporation Limited,Flora Corporation Ltd
TRU,TruCap Finance Limited,TruCap Finance Ltd
SKL,SUPER FINE KNITTERS LIMITED,Super Fine Knitters Ltd
RAIDEEPIND,Raideep Industries Limited,Raideep Industries Ltd
IPRU2896,ICICI Prudential Mutual Fund,ICICI Prudential Value fund Series 11 - Cumulative
IPRU2897,ICICI Prudential Mutual Fund,ICICI Prudential Value fund Series 11 -  Dividend Payout
IPRU9098,ICICI Prudential Mutual Fund,ICICI Prudential Value fund Series 11 -  Direct Plan Cumulative
IPRU9099,ICICI Prudential Mutual Fund,ICICI Prudential Value fund Series 11 -  Direct Plan Dividend Payout
PRICOLLTD,Pricol Limited,Pricol Ltd
GHCLBBPH,GHCL Ltd.,GHCLBBPH
RAMCOBBPH,The Ramco Cements Limited,RAMCOBBPH
CFL,Classic Filaments Limited,Classic Filaments Ltd
JITFINFRA,JITF INFRALOGISTICS LIMITED,JITF Infralogistics Ltd
SUERYAAKNI,Sueryaa Knitwear Limited,Sueryaa Knitwear Ltd
ICRABBPH,ICRA Limited,ICRABBPH
TANVI,Tanvi Foods (India) Limited,Tanvi Foods (India) Ltd
AXISE2D1D,Axis Mutual Fund,Axis Emerging Opportunities Fund-SR 2 (1400 D)-Direct Plan-Dividend Payout
AXISE2DGG,Axis Mutual Fund,Axis Emerging Opportunities Fund-SR 2 (1400 D)-Direct Plan-Growth
AXISE2DPD,Axis Mutual Fund,Axis Emerging Opportunities Fund-SR 2 (1400 D)-Regular Plan-Dividend Payout
AXISE2GPG,Axis Mutual Fund,Axis Emerging Opportunities Fund-SR 2 (1400 D)-Regular Plan-Growth
RMC,RMC SWITCHGEARS LIMITED,RMC Switchgears Ltd
PARMAX,Parmax Pharma Limited,Parmax Pharma Ltd
LLFICL,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,Leading Leasing Finance And Investment Company Ltd
DANUBE,DANUBE INDUSTRIES LIMITED,Danube Industries Ltd
RADIOCITY,Music Broadcast Limited,Music Broadcast Ltd
DMART,Avenue Supermarts Limited,Avenue Supermarts Ltd
IFL,IFL ENTERPRISES LIMITED,IFL Enterprises Ltd
BSLRIFS3RG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 3 REGULAR GROWTH
BSLRIFS3RD,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 3 REGULAR DIVIDEND
BSLRIFS3DG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 3 DIRECT GROWTH
BSLRIFS3DD,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 3 DIRECT DIVIDEND
KDLL,KD LEISURES LIMITED,KD Leisures Ltd
ONTIC,Ontic Finserve Limited,Ontic Finserve Ltd
SMLT,Sarthak Metals Limited,Sarthak Metals Ltd
JDML,Jash Dealmark Limited,Jash Dealmark Ltd
CHEMCRUX,Chemcrux Enterprises Limited,Chemcrux Enterprises Ltd
MANOMAY,Manomay Tex India Limited,Manomay Tex India Ltd
MAXIMUS,Maximus International Limited,Maximus International Ltd
MANAS,Manas Properties Limited,Manas Properties Ltd
CLEDUCATE,CL Educate Limited,CL Educate Ltd
PRIMEFRESH,PRIME FRESH LIMITED,Prime Fresh Ltd
OCEANIC,Oceanic Foods Limited,Oceanic Foods Ltd
OCTAWARE,Octaware Technologies Limited,Octaware Technologies Ltd
CA50T,HDFC Mutual Fund,HDFC Charity Fund for Cancer Cure - Arbitrage Plan 50% - Direct
CA10T,HDFC Mutual Fund,HDFC Charity Fund for Cancer Cure - Arbitrage Plan 100% - Direct
CD50T,HDFC Mutual Fund,HDFC Charity Fund for Cancer Cure - Debt Plan 50% - Direct
CD10T,HDFC Mutual Fund,HDFC Charity Fund for Cancer Cure - Debt Plan 100% - Direct
CA50R,HDFC Mutual Fund,HDFC Charity Fund for Cancer Cure - Arbitrage Plan50%  - Regular
CA10R,HDFC Mutual Fund,HDFC Charity Fund for Cancer Cure - Arbitrage Plan 100% - Regular
CD50R,HDFC Mutual Fund,HDFC Charity Fund for Cancer Cure - Debt Plan 50%  - Regular
CD10R,HDFC Mutual Fund,HDFC Charity Fund for Cancer Cure - Debt Plan 100% - Regular
SHANKARA,Shankara Building Products Limited,Shankara Building Products Ltd
RELSTRUCT,Relstruct Buildcon Limited,Relstruct Buildcon Ltd
ESCORP,Escorp Asset Management Limited,Escorp Asset Management Ltd
PARMSILK,PARMESHWARI SILK MILLS LIMITED,Parmeshwari Silk Mills Ltd
KMSMEDI,KMS Medisurgi Limited,KMS Medisurgi Ltd
IPRU2933,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 12 - Dividend Payout Option
IPRU9135,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 12 - Direct Plan Dividend Payout Option
CLFL,Classic Leasing & Finance Ltd.,Classic Leasing & Finance Ltd
STARLENT,STARLINEPS ENTERPRISES LIMITED,Starlineps Enterprises Ltd
SCHAND,S Chand And Company Limited,S Chand and Company Ltd
KANUNGO,KANUNGO FINANCIERS LIMITED,Kanungo Financiers Ltd
MEERA,Meera Industries Limited,Meera Industries Ltd
HUDCO,Housing &Urban Development Corporation Ltd.,Housing & Urban Development Corporation Ltd
IPRU2955,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund- Series 13- Dividend Payout Option
IPRU9157,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series- 13- Direct Plan Dividend Payout Option
PSPPROJECT,PSP Projects Limited,PSP Projects Ltd
BGJL,Bhakti Gems And Jewellery Limited,Bhakti Gems and Jewellery Ltd
YUG,Yug Decor Limited,Yug Decor Ltd
AXISAEDGG,Axis Mutual Fund,Axis Equity Advantage Fund- Series 1 Direct Plan- Growth
AXISAEGPG,Axis Mutual Fund,Axis Equity Advantage Fund- Series 1 Regular Plan- Growth
VARIMAN,VARIMAN GLOBAL ENTERPRISES LIMITED,Variman Global Enterprises Ltd
STARCEMENT,Star Cement Limited,Star Cement Ltd
IPRU2969,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 14 - Cumulative
IPRU2970,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 14 - Dividend Payout
IPRU9171,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 14 - Direct Plan Cumulative
IPRU9172,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 14 - Direct Plan Dividend Payout
RIDDHICORP,Riddhi Corporate Services Limited,Riddhi Corporate Services Ltd
HEOFDG1126,HDFC Mutual Fund,HDFC EOF- II- 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund- Series 2- Direct
HEOFDD1126,HDFC Mutual Fund,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Direct
HEOFRG1126,HDFC Mutual Fund,HDFC EOF- II - 1126D May 2017(1) plan under HDFC Equity Opportunities Fund - Series2 - Regular
HEOFRD1126,HDFC Mutual Fund,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Regular
TEJASNET,Tejas Networks Limited,Tejas Networks Ltd
ERIS,Eris Lifesciences Limited,Eris Lifesciences Ltd
CONTAINER,Containerway International Limited,Containerway International Ltd
GTPL,GTPL Hathway Limited,GTPL Hathway Ltd
AUBANK,AU Small Finance Bank Limited,AU Small Finance Bank Ltd
LOWVOLIETF,ICICI Prudential Mutual Fund,ICICI Prudential Nifty 100 Low Volatility 30 ETF
GEL,Gautam Exim Limited,Gautam Exim Ltd
GGENG,G G Engineering Limited,G G Engineering Ltd
7NR,7NR Retail Limited,7NR Retail Ltd
ARTEMIS,Artemis Global Life Sciences Limited,Artemis Global Life Sciences Ltd
BSLRIFS4RG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 4 REGULAR GROWTH
BSLRIFS4RD,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 4 REGULAR DIVIDEND
BSLRIFS4DG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 4 DIRECT GROWTH
BSLRIFS4DD,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life RESURGENT INDIA FUND ��� SERIES 4 DIRECT DIVIDEND
BHAGYAPROP,Bhagyanagar Properties Ltd,Bhagyanagar Properties Ltd
IPRU2987,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND-SERIES 15-CUMULATIVE
IPRU2988,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND-SERIES 15-DIVIDEND PAYOUT
IPRU9189,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND-SERIES 15-DIRECT PLAN CUMULATIVE
IPRU9190,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND-SERIES 15-DIRECT PLAN DIVIDEND PAYOUT
HEOFDG1100,HDFC Mutual Fund,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-GROWTH OPTION
HEOFDD1100,HDFC Mutual Fund,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-DIVIDEND PAYOUT OPTION
HEOFRG1100,HDFC Mutual Fund,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-GROWTH OPTION
HEOFRD1100,HDFC Mutual Fund,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-DIVIDEND PAYOUT OPTION
SALASAR,Salasar Techno Engineering Limited,Salasar Techno Engineering Ltd
GANGESSECU,Ganges Securities Ltd.,Ganges Securities Ltd
PALASHSECU,Palash Securities Limited,Palash Securities Ltd
AVADHSUGAR,AVADH SUGAR & ENERGY LIMITED,Avadh Sugar & Energy Ltd
MAGADSUGAR,Magadh Sugar & Energy Limited,Magadh Sugar & Energy Ltd
JIGAR,Jigar Cables Limited,Jigar Cables Ltd
CTCL,Captain Technocast Limited,Captain Technocast Ltd
SPTL,Sintex Plastics Technology Ltd.,Sintex Plastics Technology Ltd
GSTL,GlobalSpace Technologies Limited,Globalspace Technologies Ltd
UTINEXT50,UTI Mutual Fund,UTI Nifty Next 50 ETF
JDBBPH,Just Dial Limited,JDBBPH
AXISAHDGG,Axis Mutual Fund,Axis Equity Advantage Fund - Series 2 Direct Plan - Growth
AXISAHGPG,Axis Mutual Fund,Axis Equity Advantage Fund - Series 2 Regular Plan - Growth
SIS,SIS LIMITED,SIS Ltd
COCHINSHIP,Cochin Shipyard Limited,Cochin Shipyard Ltd
HALEOSLABS,HALEOS LABS LIMITED,Haleos Labs Ltd
KIOCL,KIOCL Limited,KIOCL Ltd
CHOTHANI,CHOTHANI FOODS LIMITED,Chothani Foods Ltd
IPRU2991,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 16 - Cumulative Option
IPRU2992,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 16 - Dividend Payout Option
IPRU9193,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 16 - Direct Plan Cumulative Option
IPRU9194,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 16 - Direct Plan Dividend Payout Option
SMRUTHIORG,Smruthi Organics Limited,Smruthi Organics Ltd
ABCAPITAL,Aditya Birla Capital Ltd,Aditya Birla Capital Ltd
APEX,Apex Frozen Foods Limited,Apex Frozen Foods Ltd
SHISHIND,Shish Industries Limited,Shish Industries Ltd
ANG,ANG Lifesciences India Limited,ANG Lifesciences India Ltd
DWL,Dhruv Wellness Limited,Dhruv Wellness Ltd
KCDGROUP,KCD INDUSTRIES INDIA LIMITED,KCD Industries India Ltd
AMFL,A & M Febcon Limited,A & M Febcon Ltd
NEL,Nouritrans Exim Limited,Nouritrans Exim Ltd
DIXON,Dixon Technologies (India) Limited,Dixon Technologies (India) Ltd
BRNL,Bharat Road Network Limited,Bharat Road Network Ltd
DCAL,Dishman Carbogen Amcis Limited,Dishman Carbogen Amcis Ltd
LASA,Lasa Supergenerics Limited,Lasa Supergenerics Ltd
PROCLB,PRO CLB GLOBAL LIMITED,Pro Clb Global Ltd
MATRIMONY,Matrimony.com Limited,Matrimony.com Ltd
RHFL,Reliance Home Finance Limited,Reliance Home Finance Ltd
CAPACITE,Capacit'e Infraprojects Limited,Capacite Infraprojects Ltd
IPRU3003,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND SERIES 17 - CUMULATIVE OPTION
IPRU3004,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND SERIES 17 - DIVIDEND OPTION
IPRU9205,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND SERIES 17 - DIRECT PLAN CUMULATIVE OPTION
IPRU9206,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND SERIES 17 - DIRECT PLAN DIVIDEND OPTION
SAGAR,Sagar Diamonds Limited,Sagar Diamonds Ltd
ICICIGI,ICICI Lombard General Insurance Company Limited,ICICI Lombard General Insurance Company Ltd
PQIF,Polo Queen Industrial and Fintech Limited,Polo Queen Industrial and Fintech Ltd
AAYUSHBULL,AAYUSH ART AND BULLION LIMITED,Aayush Art And Bullion Ltd
SBILIFE,SBI Life Insurance Company Limited,SBI Life Insurance Company Ltd
DIAMONDYD,Prataap Snacks Limited,Prataap Snacks Ltd
SHAREINDIA,Share India Securities Limited,Share India Securities Ltd
TTFL,Trident Texofab Limited,Trident Texofab Ltd
POOJA,Poojawestern Metaliks Limited,Poojawestern Metaliks Ltd
SAYAJIIND,Sayaji Industries Limited,Sayaji Industries Ltd
VANTABIO,Vanta Bioscience Limited,Vanta Bioscience Ltd
MEHAI,Mehai Technology  Limited,Mehai Technology Ltd
IRIS,IRIS Business Services Limited,IRIS Business Services Ltd
SIDDH,Siddharth Education Services Limited,Siddharth Education Services Ltd
SGRL,Shree Ganesh Remedies Limited,Shree Ganesh Remedies Ltd
STL,Shreeji Translogistics Limited,Shreeji Translogistics Ltd
ABSLRIF5RG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Resurgent India Fund - Series 5 - Regular Plan Growth
ABSLRIF5RD,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Resurgent India Fund - Series 5 - Regular Plan Dividend Payout
ABSLRIF5DG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Resurgent India Fund - Series 5 - Direct Plan Growth
ABSLRIF5DD,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Resurgent India Fund - Series 5 - Direct Plan Dividend Payout
GODREJAGRO,Godrej Agrovet Limited,Godrej Agrovet Ltd
MESCON,MIDEAST INTEGRATED STEELS LIMITED,Mideast Integrated Steels Ltd
MASFIN,MAS Financial Services Limited,MAS Financial Services Ltd
IEX,Indian Energy Exchange Limited,Indian Energy Exchange Ltd
GICRE,General Insurance Corporation of India,General Insurance Corporation of India
KAARYAFSL,Kaarya Facilities and Services Limited,Kaarya Facilities and Services Ltd
SCPL,SHEETAL COOL PRODUCTS LIMITED,Sheetal Cool Products Ltd
NCBFIVADD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD-IV SR A DR DVP 22OT20
NCBFIVADG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD-IV SR A DR GWTH 22OT20
NCBFIVAD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD-IV SR A REG DVP 22OT20
NCBFIVAG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD-IV SR A REG GWTH 22OT20
TIINDIA,Tube Investments of India Ltd,Tube Investments of India Ltd
IPRU3013,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 18 - Cumulative Option
IPRU3014,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 18 - Dividend Payout Option
IPRU9215,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 18 - Direct Plan Cumulative Option
IPRU9216,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 18 - Direct Plan Dividend Payout Option
NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,Nippon Life India Asset Management Ltd
MAHLOG,Mahindra Logistics Limited,Mahindra Logistics Ltd
NIACL,The New India Assurance Company Limited,The New India Assurance Company Ltd
IFGLEXPOR,IFGL Refractories Limited,IFGL Refractories Ltd
KHADIM,Khadim India Limited,Khadim India Ltd
5PAISA,5paisa Capital Limited,5paisa Capital Ltd
HDFCLIFE,HDFC LIFE INSURANCE COMPANY LIMITED,HDFC Life Insurance Company Ltd
NIVBDDP,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR DVP 06JN21
NIVBDGP,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR GWTH 06JN21
NIVBDP,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG DVP 06JN21
NIVBGP,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG GWTH 06JN21
SBRANDS,Sanghvi Brands Limited,Sanghvi Brands Ltd
VRLLOGBBPH,VRL Logistics Limited,VRLLOGBBPH
SHARIKA,SHARIKA ENTERPRISES LIMITED,Sharika Enterprises Ltd
ICICIB22,ICICI Prudential Mutual Fund,BHARAT 22 ETF - ICICI Prudential AMC
ASPIRA,Aspira Pathlab & Diagnostics Limited,Aspira Pathlab & Diagnostics Ltd
DNAMEDIA,Diligent Media Corporation Limited,Diligent Media Corporation Ltd
EASTERNGAS,Eastern Gases Limited,Eastern Gases Ltd
HHOF1140DG,HDFC Mutual Fund,HDFC HOF-I-1140D November 2017(1) - Direct Option - Growth Option
HHOF1140DD,HDFC Mutual Fund,HDFC HOF-I-1140D November 2017(1) - Direct Option - Dividend Payout Option
HHOF1140RG,HDFC Mutual Fund,HDFC HOF-I-1140D November 2017(1) - Regular Option - Growth Option
HHOF1140RD,HDFC Mutual Fund,HDFC HOF-I-1140D November 2017(1) - Regular  Option - Dividend Payout Option
DYCL,Dynamic Cables Limited,Dynamic Cables Ltd
RATNABHUMI,Ratnabhumi Developers Limited,Ratnabhumi Developers Ltd
SHALBY,Shalby Limited,Shalby Ltd
FSC,Future Supply Chain Solutions Limited,Future Supply Chain Solutions Ltd
DACEFRG,DSP Mutual Fund,DSP BLACKROCK A.C.E. Fund Series 1 - Regular Growth
DACEFRDP,DSP Mutual Fund,DSP BLACKROCK A.C.E. Fund Series 1 - Regular-Dividend Payout
DACEFDG,DSP Mutual Fund,DSP BLACKROCK A.C.E. Fund Series 1 - Direct Growth
DACEFDDP,DSP Mutual Fund,DSP BLACKROCK A.C.E. Fund Series 1 - Direct - Dividend Payout
MRCAGRO,MRC AGROTECH LIMITED,MRC Agrotech Ltd
SREELBBPH,Sreeleathers Limited,SREELBBPH
DML,Diggi Multitrade Limited,Diggi Multitrade Ltd
KMSL,Kids Medical Systems Limited,Kids Medical Systems Ltd
CRYSTAL,CRYSTAL BUSINESS SYSTEM LIMITED,Crystal Business System Ltd
SANTOSHIND,Santosh Industries Limited,Santosh Industries Ltd
VITESSE,Vitesse Agro Limited,Vitesse Agro Ltd
ASTRON,Astron Paper & Board Mill Limited,Astron Paper & Board Mill Ltd
NCBFIVBCD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C DR DVP 20MR21
NCBFIVCG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C RG GWTH 20MR21
NCBFIVBCG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C DR GWTH 20MR21
NCBFIVCD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C RG DVP 20MR21
CHANDRIMA,Chandrima Mercantiles limited,Chandrima Mercantiles Ltd
RITHWIKFMS,Rithwik Facility Management Services Limited,Rithwik Facility Management Services Ltd
